filename,sr,duration_s,snr_db,kurtosis,spectral_centroid,low_freq_energy_ratio,sample_entropy,autocorr_index,crest_factor
0002440.wav,4000,32.896,inf,77.9814714,402.3819732,0.275196991,0.004340448,0.318619862,13.89681291
0002441.wav,4000,30.656,inf,56.70845105,408.6921085,0.042928453,0.002928871,0.347468643,9.169997968
0002442.wav,4000,31.248,inf,177.4301804,452.3510454,0.109463661,0.007859642,0.464107579,23.48407557
0002443.wav,4000,28.096,inf,69.19899906,425.555394,0.096128503,0.008961454,0.616902975,16.53965651
0002444.wav,4000,30.592,inf,62.7141204,588.9219392,0.364008172,0.004454034,0.535170845,15.08876882
0002445.wav,4000,32.752,inf,479.506635,562.6191941,0.207723902,0.010887926,0.561706742,45.55289812
0002446.wav,4000,30.288,inf,117.8260071,459.7538824,0.036048133,0.003742478,0.308982638,15.56162712
0002447.wav,4000,31.648,inf,1054.62947,439.4697182,0.14433742,0.00432015,0.337342964,46.40348583
0002448.wav,4000,28.992,inf,1166.250818,440.2859792,0.124976235,0.004770875,0.288783137,49.29936019
0002449.wav,4000,25.968,inf,163.9475887,349.0580853,0.542869739,0.001128118,0.382920929,27.92166591
0002450.wav,4000,28.88,inf,70.1323239,243.0381358,0.635196216,0.006125626,0.521147865,21.18317707
0002451.wav,4000,28.048,inf,109.869518,285.4711836,0.492221876,0.008766676,0.535121693,27.97943892
0002452.wav,4000,26.592,inf,175.7763795,328.9204813,0.454579205,0.007698083,0.400282461,29.58205507
0002453.wav,4000,29.488,inf,107.9714082,327.1404094,0.415621244,0.003810648,0.272166535,27.1305852
0002454.wav,4000,16.496,inf,188.239341,406.3500105,0.376294304,0.015861019,0.632685106,29.12337322
0002455.wav,4000,30.88,inf,316.4837185,563.6496484,0.252228578,0.003217583,0.406259141,33.35405289
0002456.wav,4000,24,inf,580.8062515,413.5608958,0.416806908,0.011312548,0.562250616,47.14272677
0002457.wav,4000,40.64,inf,230.4993712,359.2234768,0.284194268,0.011840558,0.655606827,36.9202231
0002458.wav,4000,52.688,inf,121.7499705,437.9990522,0.151736021,0.00542114,0.344644671,16.73151751
0002459.wav,4000,30.848,inf,293.3941516,462.9625519,0.200875441,0.008965885,0.545581798,32.92971035
0002460.wav,4000,5.248,inf,91.15739011,474.7179315,0.078864222,0.017651833,0.628409502,18.99785126
0002461.wav,4000,35.552,inf,278.7130611,414.1621698,0.111147814,0.010645477,0.560814953,42.85339005
0002462.wav,4000,30.992,inf,116.6793127,497.6492313,0.088020318,0.004977696,0.354535852,19.7910018
0002463.wav,4000,40.704,inf,115.4427597,503.5257294,0.119369432,0.004400725,0.264098467,16.05070508
0002464.wav,4000,37.36,inf,50.44342363,482.3946844,0.157577294,0.007072719,0.615613139,13.43620806
0002465.wav,4000,30.48,inf,90.98440145,425.6576985,0.373852843,0.010040284,0.489214034,21.3605213
0002466.wav,4000,21.456,inf,333.69893,388.2873092,0.177444168,0.008957428,0.401947195,34.420758
0002467.wav,4000,19.344,inf,200.4615527,567.0328782,0.149284121,0.00735418,0.462761328,29.63014733
0002468.wav,4000,23.2,inf,76.30110706,331.792875,0.482195747,0.014504294,0.719258714,33.24244826
0002469.wav,4000,20.064,inf,210.1564167,464.5433177,0.173223523,0.00676462,0.447746013,22.68556155
0002470.wav,4000,27.696,inf,35.97503293,360.8976705,0.587062796,0.006889506,0.5897512,15.83389079
0002471.wav,4000,28.704,inf,53.95886857,327.6086961,0.346970406,0.008424784,0.611616495,23.53441275
0002472.wav,4000,27.888,inf,27.49253966,253.2431478,0.668201728,0.007972259,0.656539454,20.01929898
0002473.wav,4000,27.744,inf,34.41899667,397.2419282,0.573992706,0.006417858,0.682130125,18.47918876
0002474.wav,4000,29.744,inf,77.84446128,542.7150105,0.138392505,0.000647393,0.391346864,17.58004297
0002475.wav,4000,33.36,inf,559.9375211,503.0430863,0.142546776,0.00613849,0.481116782,40.89957211
0002476.wav,4000,17.344,inf,815.0262821,495.7251147,0.117397081,0.008513947,0.412702586,42.16750261
0002477.wav,4000,27.504,inf,225.0990983,497.0811492,0.109503675,0.003882717,0.190070781,30.16881138
0002478.wav,4000,30.88,inf,133.5282204,380.2524291,0.319248328,0.006790295,0.385171774,28.42678599
0002479.wav,4000,29.856,inf,121.3732482,467.2372414,0.118321688,0.009578056,0.537409724,27.13956067
0002480.wav,4000,17.104,inf,113.8496538,433.7962463,0.131729042,0.00543707,0.471639796,16.29788295
0002481.wav,4000,23.664,inf,118.9950815,417.5880192,0.064032547,0.003875832,0.20469852,16.86144408
0002482.wav,4000,25.6,inf,8.257043872,334.6184772,0.318950073,0.012807896,0.902193235,13.56552209
0002483.wav,4000,24.384,inf,12.52159244,366.4721946,0.286440584,0.010195474,0.875337301,17.24939736
0002484.wav,4000,32.992,inf,30.85413778,465.5992233,0.018452193,0.002679101,0.301658517,7.887047526
0002485.wav,4000,55.856,inf,38.64930628,429.9204034,0.073588046,0.007811238,0.448920058,10.01790532
0002486.wav,4000,30.848,inf,171.3359596,370.6759169,0.551511124,0.001302068,0.349703225,24.84588661
0002487.wav,4000,36.08,inf,556.4293119,579.7296702,0.271989317,0.001236994,0.210364945,36.95616461
0002488.wav,4000,31.392,inf,188.7564579,425.9581914,0.577448235,0.001118731,0.361095048,31.9443233
0002489.wav,4000,32.896,inf,475.9889433,496.8536411,0.138272205,0.003181286,0.281975679,34.12985303
0002490.wav,4000,29.456,inf,346.1348739,586.3290352,0.12765713,0.007398073,0.374871817,31.70882729
0002491.wav,4000,30.96,inf,472.0087083,452.0351922,0.233201935,0.008639424,0.515771333,36.68163127
0002492.wav,4000,29.04,inf,1467.847522,528.1638316,0.152270813,0.003738026,0.239302594,51.93257133
0002493.wav,4000,27.248,inf,199.6561743,415.1574627,0.153885682,0.003930432,0.243466256,21.43405962
0002494.wav,4000,29.696,inf,561.4348649,447.0303143,0.190522743,0.004102824,0.324504412,34.54339011
0002495.wav,4000,29.056,inf,545.9664574,493.5466198,0.193832648,0.003574431,0.302136586,35.25724451
0002496.wav,4000,28.192,inf,654.0835853,515.5756918,0.090749025,0.003285771,0.236607651,38.73935772
0002497.wav,4000,28.08,inf,585.9661175,538.9799929,0.114331624,0.00319527,0.191845348,33.87452188
0002498.wav,4000,29.648,inf,352.3082058,336.4119608,0.3970246,0.008013242,0.580852529,41.33179581
0002499.wav,4000,29.296,inf,287.211231,389.738173,0.321102874,0.005867672,0.42925846,36.93371258
0002500.wav,4000,28.992,inf,84.62263791,260.9555515,0.659811637,0.005182829,0.455614339,26.95164586
0002501.wav,4000,29.056,inf,39.40717258,331.1353213,0.703867887,0.005397002,0.65411574,18.74474525
0002502.wav,4000,22.448,inf,31.46029883,513.3824834,0.116028196,0.00552093,0.376085375,15.05060879
0002503.wav,4000,33.792,inf,24.08118573,464.6022934,0.147742857,0.00755828,0.575309835,8.631068007
0002504.wav,4000,20.192,inf,28.26126144,450.9580502,0.185538567,0.004492592,0.295905211,10.34748214
0002505.wav,4000,19.744,inf,18.51616483,412.1773864,0.090206245,0.004846305,0.451576252,9.248327027
0002506.wav,4000,29.392,inf,111.5984589,311.6002323,0.632456221,0.009437588,0.554215626,26.40496702
0002507.wav,4000,29.248,inf,156.4752778,289.5853012,0.571281873,0.008314415,0.65505772,31.08043258
0002508.wav,4000,30,inf,215.7010484,331.1650281,0.278467925,0.008225493,0.448826487,27.950958
0002509.wav,4000,35.088,inf,35.59029183,258.5547516,0.530493325,0.005782776,0.556236605,13.62121559
0002510.wav,4000,33.056,inf,124.4268713,442.833931,0.291410412,0.001499353,0.207356887,24.92783555
0002511.wav,4000,29.344,inf,346.8640547,446.911795,0.270981089,0.010955831,0.507829202,32.94677923
0002512.wav,4000,30.8,inf,325.1043207,394.3034787,0.099550276,0.006063927,0.40462503,27.87419284
0002513.wav,4000,5.152,inf,22.11064317,316.7153777,0.688741777,0.019636448,0.740236932,15.29290528
0002514.wav,4000,28.496,inf,157.9937402,339.0007407,0.507897067,0.007714455,0.479214806,37.21846625
0002515.wav,4000,28.24,inf,248.3312156,404.3671025,0.070567538,0.003214934,0.322810694,21.97056152
0002516.wav,4000,27.056,inf,136.5292042,357.8828886,0.477951464,0.002475113,0.206336512,19.66751209
0002517.wav,4000,28.592,inf,247.2218048,536.4522458,0.09853225,0.004866607,0.349198705,24.21724481
0002518.wav,4000,31.792,inf,858.0666437,517.8426833,0.094758606,0.002653952,0.249557858,39.88826652
0002519.wav,4000,30.896,inf,1304.321896,468.6591268,0.061781724,0.003356205,0.218656255,48.18631323
0002520.wav,4000,34.656,inf,727.4678396,528.776387,0.042403821,0.004072874,0.382547554,36.06009905
0002521.wav,4000,30.16,inf,1176.394592,531.7805141,0.131208517,0.0033179,0.29672508,46.96451052
0002522.wav,4000,38.096,inf,343.4697511,369.3190956,0.326024191,0.004455259,0.469626804,34.78896677
0002523.wav,4000,30.192,inf,340.5967906,377.9361969,0.160405072,0.005027418,0.409026519,28.52784795
0002524.wav,4000,31.488,inf,150.145136,351.9304646,0.400802143,0.003801222,0.36264891,18.99286744
0002525.wav,4000,29.888,inf,344.1248239,386.9860584,0.489381839,0.005593914,0.476216182,32.03966923
0002526.wav,4000,30.944,inf,484.2115398,494.2447024,0.138830488,0.005070701,0.458252892,37.61164623
0002527.wav,4000,30.496,inf,455.755444,802.630554,0.090268717,0.002782195,0.448888997,30.93357965
0002528.wav,4000,30.992,inf,537.4965331,516.776088,0.084281075,0.003022353,0.327640986,37.62251541
0002529.wav,4000,29.664,inf,118.7730241,336.6121617,0.481142383,0.006388372,0.351721891,26.59619436
0002530.wav,4000,29.248,inf,246.568171,349.549445,0.347736223,0.006217373,0.355743029,33.76545571
0002531.wav,4000,30.496,inf,142.5336794,353.8406386,0.341850309,0.006535529,0.453035223,25.5465566
0002532.wav,4000,31.76,inf,111.7453002,255.4902211,0.527147461,0.003504074,0.260590793,25.47523127
0002533.wav,4000,32.448,inf,1109.750138,384.7533125,0.181639131,0.00421453,0.292613564,46.28779706
0002534.wav,4000,32.88,inf,1570.796914,465.6903605,0.174780928,0.002989173,0.292627247,57.3811617
0002535.wav,4000,30.896,inf,785.3595487,510.8324362,0.103528738,0.003501461,0.368981642,41.74669239
0002536.wav,4000,34.096,inf,1829.374411,476.0874501,0.185197686,0.003318918,0.32857128,58.25177837
0002537.wav,4000,29.888,inf,229.0512123,417.6672487,0.095952751,0.007105754,0.283651908,25.36355974
0002538.wav,4000,31.088,inf,93.57156205,447.4033141,0.101651868,0.006104806,0.295339124,14.96252852
0002539.wav,4000,30.096,inf,100.1914218,392.3944131,0.325819707,0.006981056,0.457950979,24.20390948
0002540.wav,4000,29.344,inf,293.5021232,376.9416898,0.279815137,0.006649231,0.50154326,39.81288675
0002541.wav,4000,28.992,inf,96.92492188,294.4143488,0.380988567,0.005250603,0.481157597,23.91854078
0002542.wav,4000,30.496,inf,146.8580066,334.1745425,0.355732564,0.006917146,0.439530908,28.36479922
0002543.wav,4000,32.4,inf,300.5727241,358.8017691,0.185362878,0.005415342,0.378023599,34.25566846
0002544.wav,4000,29.184,inf,157.9799115,426.741862,0.152669485,0.006348771,0.364465246,20.59397805
0002545.wav,4000,31.792,inf,141.7305735,421.841247,0.132843556,0.006532169,0.474333288,17.83265113
0002546.wav,4000,28.688,inf,222.8911037,525.9710007,0.091932905,0.004409785,0.272668394,22.75454913
0002547.wav,4000,33.2,inf,34.25959762,234.0899643,0.659962638,0.005100968,0.541918908,17.36975952
0002548.wav,4000,32.896,inf,173.2734754,341.0519414,0.187251644,0.004808869,0.428899036,26.17846274
0002549.wav,4000,31.856,inf,155.4587024,324.9325956,0.714990455,0.010340285,0.627535794,28.94983658
0002550.wav,4000,33.392,inf,405.4351464,637.4088197,0.454365364,0.007103838,0.572733352,39.71353234
0002551.wav,4000,36.96,inf,238.3486975,494.783097,0.151030636,0.005222599,0.45266358,36.52913158
0002552.wav,4000,30.592,inf,347.973813,472.9702661,0.049585337,0.001930451,0.397580197,31.25828508
0002553.wav,4000,30.784,inf,271.9824764,402.5909681,0.442229239,0.005617749,0.571702548,37.22214289
0002554.wav,4000,30.64,inf,159.1317457,391.0388772,0.225294961,0.004492542,0.303975927,22.37069966
0002555.wav,4000,27.584,inf,736.7313878,354.4977309,0.313655477,0.009452759,0.630970268,45.67432345
0002556.wav,4000,30.144,inf,177.2704282,348.6748332,0.428540734,0.001668371,0.22024225,31.33746683
0002557.wav,4000,27.968,inf,47.70488069,260.9109309,0.679614101,0.006962196,0.839734939,20.78422722
0002558.wav,4000,28.288,inf,490.1767597,348.8776615,0.332994992,0.006628845,0.501196343,39.00890379
0002559.wav,4000,27.6,inf,113.6373096,355.8560691,0.366202024,0.009963476,0.744512298,25.06227549
0002560.wav,4000,27.088,inf,116.9499727,418.4687821,0.352828476,0.012485838,0.535525583,25.70088236
0002561.wav,4000,28.048,inf,65.77680667,567.0046543,0.299723458,0.008890537,0.608142844,18.33541338
0002562.wav,4000,29.296,inf,308.7942974,432.1974271,0.117393339,0.002086847,0.100595741,30.09027666
0002563.wav,4000,30.24,inf,259.1892348,452.6760958,0.106251715,0.002645545,0.173138603,26.89219564
0002564.wav,4000,30.992,inf,149.8868714,346.4339967,0.143038267,0.004286202,0.196796655,21.3907048
0002565.wav,4000,30.752,inf,157.7599676,436.7624707,0.111037574,0.004200679,0.32074409,24.79346519
0002566.wav,4000,30.352,inf,195.2222605,415.8401227,0.325153642,0.006923977,0.39001213,32.74487592
0002567.wav,4000,29.696,inf,235.9864917,470.6975998,0.225080537,0.013415922,0.594092505,41.24582148
0002568.wav,4000,30.688,inf,218.5418582,397.0636358,0.236258324,0.007897785,0.58532935,34.40119344
0002569.wav,4000,30.352,inf,371.4469792,455.0423615,0.409140384,0.011546279,0.575425054,55.46622285
0002570.wav,4000,44.752,inf,461.4515851,500.2545915,0.112582623,0.002784905,0.340142219,35.2785967
0002571.wav,4000,31.648,inf,913.2786687,480.6998728,0.12172961,0.003358049,0.381059413,43.67262114
0002572.wav,4000,29.456,inf,67.94753447,378.219634,0.178695921,0.012408932,0.540472468,27.87536398
0002573.wav,4000,30.384,inf,639.4433496,426.9235208,0.119324575,0.005188206,0.291367785,43.5115327
0002574.wav,4000,31.664,inf,803.756748,625.6798684,0.253572716,0.005252691,0.269502783,48.46096281
0002575.wav,4000,29.504,inf,294.7494783,438.4724941,0.171616557,0.003945924,0.366318098,34.92080685
0002576.wav,4000,29.456,inf,489.5806466,607.0641319,0.206407481,0.00464018,0.287847474,36.45419467
0002577.wav,4000,43.792,inf,13.52068336,546.0145526,0.030651792,0.002598449,0.503104497,4.537323834
0002578.wav,4000,30.56,inf,26.31182451,367.7960538,0.013149218,0.005372847,0.430119243,7.370186259
0002579.wav,4000,30.56,inf,110.1456858,434.3492332,0.303902497,0.002851047,0.347071354,32.88938876
0002580.wav,4000,30.688,inf,159.6264393,434.375424,0.157477798,0.004966777,0.251051844,22.09299123
0002581.wav,4000,30.384,inf,99.5693629,465.6775364,0.034716102,0.001199216,0.119364562,17.69016143
0002582.wav,4000,30.592,inf,56.36781844,474.7957454,0.045189734,0.003450643,0.393237783,19.51703764
0002583.wav,4000,29.088,inf,14.86265283,424.93612,0.16462983,0.008169892,0.526332457,6.398802666
0002584.wav,4000,30.688,inf,17.08184526,325.6421474,0.491403467,0.018480565,0.862766824,10.35852151
0002585.wav,4000,34.64,inf,12.37741777,413.8997383,0.026806689,0.002608849,0.71371356,4.476256199
0002586.wav,4000,31.584,inf,29.98029968,417.9081832,0.114602058,0.007147627,0.45458149,8.129647638
0002587.wav,4000,58.752,inf,1309.817161,458.1969196,0.117851796,0.004469572,0.301947443,52.36149178
0002588.wav,4000,31.2,inf,172.3429116,545.2961897,0.272222325,0.001796884,0.36749613,32.65768106
0002589.wav,4000,35.152,inf,168.5161299,408.9852506,0.440939838,0.002461827,0.221260507,28.4542092
0002590.wav,4000,31.456,inf,390.8270766,630.3036984,0.191336933,0.006724814,0.402556472,30.30660192
0002591.wav,4000,41.184,inf,60.8976249,486.6965852,0.065967779,0.004994356,0.297145705,10.84830547
0002592.wav,4000,30.944,inf,49.8250152,485.1295726,0.14948346,0.007261157,0.400830821,14.36482799
0002593.wav,4000,28.688,inf,214.8056563,367.8061139,0.441332071,0.006110645,0.597984821,38.77988834
0002594.wav,4000,23.488,inf,603.4483109,415.0878449,0.137539395,0.006527443,0.277452101,37.36088096
0002595.wav,4000,32.288,inf,139.7260675,497.0212692,0.093701817,0.003729304,0.241906191,19.75698595
0002596.wav,4000,29.6,inf,221.4374162,623.0908263,0.034657251,0.004913812,0.373251304,27.23917749
0002597.wav,4000,28.848,inf,315.2937713,687.3815439,0.479589211,0.006179981,0.503615637,39.51956203
0002598.wav,4000,37.456,inf,271.7820534,610.2216946,0.08786667,0.005291184,0.484618544,32.4227322
0002599.wav,4000,30.848,inf,86.90501708,409.0909769,0.574352212,0.008390641,0.579812144,22.95833651
0002600.wav,4000,30.096,inf,347.3212982,512.6421595,0.218178541,0.006298116,0.496239795,35.29203492
0002601.wav,4000,29.952,inf,102.9745256,397.7373958,0.290259693,0.009486373,0.536248994,27.81451323
0002602.wav,4000,30.4,inf,72.82789974,334.6954455,0.313728281,0.0087359,0.560386524,15.96978113
0002603.wav,4000,29.952,inf,46.2969378,346.0586368,0.643743782,0.008407912,0.595482004,13.96246838
0002604.wav,4000,31.088,inf,70.02695532,485.2960602,0.430198514,0.01183673,0.658193864,20.42920676
0002605.wav,4000,30.448,inf,63.68035774,391.964321,0.384238083,0.00852871,0.547134619,15.37115418
0002606.wav,4000,30.192,inf,77.4690094,369.3111405,0.50208225,0.008460248,0.622735997,18.00810613
0002607.wav,4000,31.488,inf,42.38897893,478.3548454,0.04385148,0.00292104,0.266730703,11.07718473
0002608.wav,4000,33.696,inf,30.60093069,474.8198664,0.004941111,0.0006976,0.141511485,8.429150747
0002609.wav,4000,29.84,inf,152.0546762,370.6692219,0.432799683,0.006591775,0.430984929,23.776807
0002610.wav,4000,33.36,inf,131.7262564,450.8223026,0.071878998,0.003762621,0.257037487,16.63881837
0002611.wav,4000,29.84,inf,70.90398219,299.3829079,0.760157235,0.007215821,0.662996895,26.23047658
0002612.wav,4000,30.144,inf,154.0289396,384.0826592,0.457315651,0.005979285,0.398648928,23.62904932
0002613.wav,4000,29.856,inf,86.8582745,344.4373136,0.602502794,0.013159419,0.663964719,29.10490504
0002614.wav,4000,30.848,inf,182.4793286,378.8106904,0.378440472,0.0106651,0.635301916,33.17368473
0002615.wav,4000,30.24,inf,57.41103187,311.531922,0.676297212,0.006522289,0.511773943,17.06869984
0002616.wav,4000,30.16,inf,92.32658732,339.6627595,0.575716613,0.007474257,0.693301925,30.36515668
0002617.wav,4000,29.6,inf,36.22635978,443.207268,0.120171743,0.009069376,0.404086105,12.47286145
0002618.wav,4000,30.592,inf,30.81873403,433.7297396,0.022404103,0.002607202,0.418996456,8.522094399
0002619.wav,4000,27.84,inf,40.26546118,508.6226459,0.036457225,0.000341338,0.129409238,9.155623323
0002620.wav,4000,26.784,inf,16.05954442,478.5590517,0.081977034,0.000798097,0.271972286,9.243494503
0002621.wav,4000,29.744,inf,17.63467124,588.6416774,0.032292507,0.001455312,0.21915529,9.357300658
0002622.wav,4000,29.696,inf,89.6210781,524.0272668,0.032530574,0.004064759,0.498836239,17.04828007
0002623.wav,4000,34.8,inf,284.3833709,519.4901052,0.061129457,0.003922262,0.371133814,29.60558576
0002624.wav,4000,30.592,inf,319.3884658,637.6995318,0.105050084,0.00958992,0.522075472,34.92392222
0002625.wav,4000,30.992,inf,169.8053993,595.7428712,0.088023786,0.006301296,0.466987199,21.40278151
0002626.wav,4000,29.184,inf,49.85160626,509.3000058,0.038273496,0.003234066,0.399921981,12.72999026
0002627.wav,4000,30.208,inf,123.8593231,519.9365478,0.102882244,0.003665502,0.33771277,17.47061497
0002628.wav,4000,35.088,inf,102.9690829,698.2066459,0.047885994,0.004782867,0.38465699,16.99381376
0002629.wav,4000,30.448,inf,47.40577419,384.1243894,0.104168614,0.004439092,0.441698137,12.93936818
0002630.wav,4000,33.264,inf,203.4889312,426.6712359,0.175089775,0.007364063,0.420953594,22.75013717
0002631.wav,4000,32.256,inf,164.9364377,403.568608,0.360996639,0.009797397,0.532500485,23.67253201
0002632.wav,4000,31.2,inf,66.59610974,404.5469281,0.320244931,0.007005892,0.431873985,16.31888254
0002633.wav,4000,29.056,inf,328.4396158,510.2199659,0.288542878,0.007314714,0.444969489,35.57499173
0002634.wav,4000,30.288,inf,217.254306,566.8811112,0.10215048,0.00397548,0.323992661,20.68214805
0002635.wav,4000,32.352,inf,215.8348398,444.0485557,0.25056288,0.005049789,0.391486233,22.11587991
0002636.wav,4000,28.688,inf,238.4527109,478.5201579,0.267041967,0.007905245,0.5905978,25.42404941
0002637.wav,4000,33.152,inf,130.113773,398.3624747,0.322804636,0.012257616,0.575471631,21.7529829
0002638.wav,4000,30.88,inf,112.7638755,386.6131663,0.263067903,0.009693011,0.658814762,22.832166
0002639.wav,4000,32.048,inf,36.3961483,364.974725,0.557545035,0.012272932,0.604020871,13.39262223
0002640.wav,4000,30.464,inf,68.59116139,496.451708,0.348542768,0.005926789,0.457498987,14.20143131
0002641.wav,4000,31.792,inf,65.36363892,427.9540358,0.286551417,0.007392432,0.516408485,14.19892869
0002642.wav,4000,31.056,inf,38.23745352,448.8371375,0.147672522,0.007619733,0.436951024,9.408188347
0002643.wav,4000,28.496,inf,79.10809555,330.8659112,0.538131619,0.009532689,0.59927161,26.63355788
0002644.wav,4000,37.696,inf,106.7537984,326.8748783,0.421035446,0.006273342,0.545048125,30.89775566
0002645.wav,4000,31.856,inf,228.1845264,541.440137,0.171057454,0.00315573,0.267492776,22.36525776
0002646.wav,4000,32.56,inf,136.7195677,635.909356,0.067434869,0.000990112,0.261372323,16.50588546
0002647.wav,4000,30.848,inf,371.1135637,528.6603215,0.310930734,0.003306263,0.231513369,28.23091414
0002648.wav,4000,30.864,inf,355.2693799,515.3794484,0.150317037,0.005468631,0.355637462,26.58751895
0002649.wav,4000,30.688,inf,411.4912652,467.4333929,0.323751739,0.006514458,0.537897923,37.30465427
0002650.wav,4000,30.496,inf,647.7937847,535.2657792,0.134119795,0.003098071,0.30899005,34.69511886
0002651.wav,4000,29.84,inf,240.9602613,443.7769484,0.158732471,0.003840368,0.414213294,36.0593493
0002652.wav,4000,33.28,inf,361.007337,586.2073903,0.088299643,0.002083147,0.187813149,31.95619545
0002653.wav,4000,30,inf,305.4329746,393.3307939,0.305860124,0.006292952,0.405696944,40.78217025
0002654.wav,4000,30.256,inf,352.4375271,441.9368179,0.223521709,0.006296105,0.374135377,42.21861828
0002655.wav,4000,27.248,inf,109.3352855,450.6504666,0.198133764,0.003532473,0.269651057,27.99890211
0002656.wav,4000,31.088,inf,134.8496022,482.448964,0.245969989,0.006823338,0.463552376,21.91107016
0002657.wav,4000,29.248,inf,43.46640426,356.6324269,0.505757897,0.006789453,0.476188891,12.52499829
0002658.wav,4000,29.152,inf,46.35220466,562.9781104,0.231091126,0.005390217,0.427298278,13.66904093
0002659.wav,4000,22.96,inf,103.0126194,383.3885566,0.345321863,0.007056907,0.276430259,27.4456732
0002660.wav,4000,23.456,inf,173.4504933,407.9436762,0.128877551,0.002932333,0.266055549,19.71956976
0002661.wav,4000,27.296,inf,180.6089055,541.3090515,0.13216372,0.002550802,0.208663042,24.90252651
0002662.wav,4000,26.08,inf,81.29123813,380.1339369,0.286740805,0.003048451,0.50809998,15.6733389
0002663.wav,4000,35.696,inf,109.0496358,391.7910612,0.420476318,0.004429414,0.519080392,23.91733956
0002664.wav,4000,29.056,inf,70.54933625,329.4716144,0.581178998,0.012478194,0.724760587,31.08906141
0002665.wav,4000,30.352,inf,242.648432,407.8633574,0.154362206,0.005848156,0.380147083,37.54674297
0002666.wav,4000,29.792,inf,89.45371285,380.4478927,0.143085601,0.00584875,0.379032931,28.88404113
0002667.wav,4000,29.184,inf,206.0865198,365.0565164,0.232603732,0.007156614,0.475654427,31.68343042
0002668.wav,4000,29.552,inf,174.9029695,464.6259832,0.284079807,0.00578601,0.469154202,34.39130744
0002669.wav,4000,30.8,inf,51.88385282,493.0919352,0.150476571,0.004478379,0.477863428,19.69300931
0002670.wav,4000,30.096,inf,190.9064347,672.9210876,0.162013977,0.001371232,0.191886131,24.904605
0002671.wav,4000,21.184,inf,118.825837,492.2890766,0.044838798,0.003535161,0.229425024,15.33220654
0002672.wav,4000,24.352,inf,124.8039668,571.0340546,0.074562611,0.00098585,0.132875598,15.15714518
0002673.wav,4000,30.896,inf,440.7828646,420.9641501,0.210868494,0.005326963,0.27041347,33.8845693
0002674.wav,4000,29.68,inf,205.9094841,457.8946061,0.159184923,0.00629817,0.340878952,22.94897691
0002675.wav,4000,30.944,inf,58.12524666,413.9790869,0.077225446,0.003428952,0.403262874,14.34183052
0002676.wav,4000,29.36,inf,101.1305404,485.2698611,0.085644468,0.002509725,0.310256221,13.56875455
0002677.wav,4000,33.648,inf,302.2835713,502.0544482,0.196606922,0.004628323,0.235124075,25.51844996
0002678.wav,4000,30.352,inf,361.4226485,456.6207301,0.161922175,0.005272063,0.259678744,30.57917813
0002679.wav,4000,30.656,inf,234.6716137,393.7258205,0.36765332,0.006297319,0.51808939,30.3539504
0002680.wav,4000,30.656,inf,213.3353978,504.1946651,0.279102969,0.00817866,0.466768702,27.24449534
0002681.wav,4000,31.552,inf,189.1735883,445.0579205,0.421290191,0.006550994,0.543827266,27.45517312
0002682.wav,4000,29.584,inf,40.63845945,276.4231785,0.847091383,0.007033721,0.75906017,18.03135748
0002683.wav,4000,30.56,inf,63.46560091,307.1819843,0.644864866,0.005473748,0.646501133,20.36134122
0002684.wav,4000,29.296,inf,79.37100442,356.1224175,0.370951058,0.012556227,0.655345929,31.76406458
0002685.wav,4000,30.496,inf,75.52949397,337.9680789,0.578454094,0.011521186,0.615412826,33.33220711
0002686.wav,4000,29.456,inf,101.9562445,400.9707661,0.231682675,0.005435091,0.331864841,20.63054175
0002687.wav,4000,28.896,inf,105.9969283,428.0812258,0.538348777,0.00769082,0.422904625,30.48077284
0002688.wav,4000,31.04,inf,247.995803,569.4338901,0.096489006,0.00272262,0.21316674,22.95120972
0002689.wav,4000,30.944,inf,482.5408127,553.4030046,0.10895048,0.003880804,0.236273299,34.9713636
0002690.wav,4000,30.592,inf,500.6248252,437.0587854,0.305664139,0.006041731,0.459649271,38.14256429
0002691.wav,4000,28.96,inf,284.9994912,560.225064,0.062926858,0.002781541,0.366462661,22.43306939
0002692.wav,4000,30.256,inf,358.8929683,503.2919105,0.135112043,0.002415698,0.25398769,29.90107894
0002693.wav,4000,8.896,inf,287.1448059,536.083942,0.123319962,0.004979089,0.341585414,25.37088322
0002694.wav,4000,30.352,inf,150.4427268,522.4362373,0.122722381,0.001653376,0.274961907,19.32502263
0002695.wav,4000,31.2,inf,383.3611565,450.328692,0.415003411,0.005418752,0.388854847,37.94002015
0002696.wav,4000,30.8,inf,365.8040417,629.7161385,0.144358956,0.006553767,0.396495438,33.9827922
0002697.wav,4000,29.088,inf,951.8050571,514.1157529,0.118789664,0.00487705,0.289289067,43.7986811
0002698.wav,4000,32.688,inf,326.1899145,685.7595724,0.128518351,0.005439826,0.402427223,29.46979931
0002699.wav,4000,32.752,inf,389.0235814,459.7474073,0.348923035,0.004994337,0.448862117,33.27892384
0002700.wav,4000,29.888,inf,327.1483099,512.9010855,0.238251271,0.00446376,0.340110791,29.06078146
0002701.wav,4000,30.16,inf,415.7287383,563.2312203,0.097177386,0.009607406,0.488952644,35.09392278
0002702.wav,4000,30.64,inf,122.3592846,501.157823,0.178471195,0.01002884,0.526270659,21.77659077
0002703.wav,4000,30.992,inf,108.2974596,471.6661427,0.181840341,0.009783612,0.491464933,21.61320133
